Date,COTTAGE GROVE,DORENA,FERN RIDGE,BLUE RIVER,COUGAR,FALL CREEK,HILLS CREEK,LOOKOUT POINT,DETROIT,FOSTER
09May2004,787.60,827.66,373.48,1349.30,1690.00,829.17,1538.85,926.00,1563.45,613.9
10May2004,787.86,828.06,373.48,1350.00,1690.00,829.70,1539.39,926.00,1563.45,613.9
11May2004,788.12,828.46,373.48,1350.00,1690.00,829.70,1539.93,926.00,1563.45,613.9
12May2004,788.38,828.86,373.48,1350.00,1690.00,829.70,1540.46,926.00,1563.45,613.9
13May2004,788.64,829.26,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,613.9
14May2004,788.90,829.66,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,613.9
15May2004,789.15,830.06,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,618.5
16May2004,789.41,830.47,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,623.1
17May2004,789.67,830.87,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,627.8
18May2004,789.93,831.27,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,632.4
19May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
31May2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
01Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
02Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
03Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
04Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
05Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
06Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
07Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
08Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
09Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
10Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
11Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
12Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
13Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
14Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
15Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
16Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
17Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
18Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
19Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30Jun2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
01Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
02Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
03Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
04Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
05Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
06Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
07Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
08Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
09Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
10Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
11Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
12Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
13Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
14Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
15Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
16Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
17Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
18Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
19Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
31Jul2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
01Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
02Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
03Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
04Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
05Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
06Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
07Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
08Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
09Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
10Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
11Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
12Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
13Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
14Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
15Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
16Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
17Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
18Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
19Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30Aug2004,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
31Aug2004,789.44,830.94,373.48,1348.79,1688.72,828.91,1540.22,925.19,1562.56,637.0
01Sep2004,788.96,830.21,373.48,1347.57,1687.37,828.05,1539.45,924.37,1561.67,637.0
02Sep2004,788.47,829.47,373.48,1346.36,1686.01,827.18,1538.67,923.56,1560.77,637.0
03Sep2004,787.99,828.74,373.48,1345.15,1684.66,826.32,1537.89,922.74,1559.88,637.0
04Sep2004,787.50,828.01,373.48,1343.94,1683.30,825.45,1537.11,921.93,1558.99,637.0
05Sep2004,787.02,827.28,373.48,1342.72,1681.95,824.59,1536.34,921.11,1558.10,637.0
06Sep2004,786.53,826.54,373.48,1341.51,1680.60,823.72,1535.56,920.30,1557.21,637.0
07Sep2004,786.05,825.81,373.48,1340.30,1679.24,822.86,1534.78,919.49,1556.32,637.0
08Sep2004,785.56,825.08,373.48,1339.08,1677.89,821.99,1534.01,918.67,1555.42,637.0
09Sep2004,785.08,824.35,373.48,1337.87,1676.54,821.13,1533.23,917.86,1554.53,637.0
10Sep2004,784.59,823.61,373.48,1336.66,1675.18,820.27,1532.45,917.04,1553.64,637.0
11Sep2004,784.11,822.88,373.48,1335.44,1673.83,819.40,1531.68,916.23,1552.75,637.0
12Sep2004,783.62,822.15,373.48,1334.23,1672.47,818.54,1530.90,915.41,1551.86,637.0
13Sep2004,783.14,821.42,373.48,1333.02,1671.12,817.67,1530.12,914.60,1550.97,637.0
14Sep2004,782.65,820.68,373.48,1331.80,1669.77,816.81,1529.34,913.79,1550.07,637.0
15Sep2004,782.16,819.95,373.48,1330.59,1668.41,815.94,1528.57,912.97,1549.18,637.0
16Sep2004,781.68,819.22,373.48,1329.38,1667.06,815.08,1527.79,912.16,1548.29,637.0
17Sep2004,781.19,818.49,373.48,1328.17,1665.71,814.21,1527.01,911.34,1547.40,637.0
18Sep2004,780.71,817.76,373.48,1326.95,1664.35,813.35,1526.24,910.53,1546.51,637.0
19Sep2004,780.22,817.02,373.48,1325.74,1663.00,812.48,1525.46,909.71,1545.62,637.0
20Sep2004,779.74,816.29,373.12,1324.53,1661.64,811.62,1524.68,908.90,1544.72,637.0
21Sep2004,779.25,815.56,372.75,1323.31,1660.29,810.76,1523.90,908.08,1543.83,637.0
22Sep2004,778.77,814.83,372.39,1322.10,1658.94,809.89,1523.13,907.27,1542.94,637.0
23Sep2004,778.28,814.09,372.03,1320.89,1657.58,809.03,1522.35,906.46,1542.05,637.0
24Sep2004,777.80,813.36,371.66,1319.68,1656.23,808.16,1521.57,905.64,1541.16,637.0
25Sep2004,777.31,812.63,371.30,1318.46,1654.88,807.30,1520.80,904.83,1540.27,637.0
26Sep2004,776.83,811.90,370.93,1317.25,1653.52,806.43,1520.02,904.01,1539.38,637.0
27Sep2004,776.34,811.16,370.57,1316.04,1652.17,805.57,1519.24,903.20,1538.48,637.0
28Sep2004,775.86,810.43,370.21,1314.82,1650.81,804.70,1518.47,902.38,1537.59,637.0
29Sep2004,775.37,809.70,369.84,1313.61,1649.46,803.84,1517.69,901.57,1536.70,637.0
30Sep2004,774.55,808.44,369.48,1311.60,1647.94,802.50,1516.91,900.58,1535.62,637.0
01Oct2004,773.74,807.17,369.12,1309.60,1646.39,801.15,1516.13,899.59,1534.54,637.0
02Oct2004,772.92,805.91,368.75,1307.59,1644.85,799.81,1515.36,898.60,1533.46,637.0
03Oct2004,772.11,804.65,368.39,1305.59,1643.30,798.46,1514.58,897.61,1532.38,637.0
04Oct2004,771.29,803.38,368.03,1303.58,1641.75,797.12,1513.80,896.61,1531.30,637.0
05Oct2004,770.48,802.12,367.66,1301.57,1640.20,795.77,1513.03,895.62,1530.22,637.0
06Oct2004,769.66,800.86,367.30,1299.57,1638.66,794.43,1512.25,894.63,1529.14,637.0
07Oct2004,768.85,799.59,366.94,1297.56,1637.11,793.08,1511.47,893.64,1528.05,637.0
08Oct2004,768.03,798.33,366.57,1295.55,1635.56,791.74,1510.70,892.65,1526.97,637.0
09Oct2004,767.22,797.07,366.21,1293.55,1634.01,790.39,1509.92,891.66,1525.89,637.0
10Oct2004,766.40,795.80,365.85,1291.54,1632.47,789.05,1509.14,890.67,1524.81,637.0
11Oct2004,765.59,794.54,365.48,1289.54,1630.92,787.70,1508.36,889.68,1523.73,637.0
12Oct2004,764.77,793.28,365.12,1287.53,1629.37,786.36,1507.59,888.69,1522.65,637.0
13Oct2004,763.96,792.01,364.75,1285.52,1627.82,785.01,1506.81,887.69,1521.57,637.0
14Oct2004,763.14,790.75,364.39,1283.52,1626.28,783.67,1506.03,886.70,1520.49,637.0
15Oct2004,762.33,789.49,364.03,1281.51,1624.73,782.32,1505.26,885.71,1519.41,636.2
16Oct2004,761.51,788.23,363.66,1279.51,1623.18,780.98,1504.48,884.72,1518.33,635.5
17Oct2004,760.70,786.96,363.30,1277.50,1621.64,779.63,1503.70,883.73,1517.25,634.7
18Oct2004,759.88,785.70,362.94,1275.49,1620.09,778.29,1502.92,882.74,1516.17,633.9
19Oct2004,759.07,784.44,362.57,1273.49,1618.54,776.94,1502.15,881.75,1515.09,633.1
20Oct2004,758.25,783.17,362.21,1271.48,1616.99,775.60,1501.37,880.76,1514.01,632.4
21Oct2004,757.44,781.91,361.85,1269.48,1615.45,774.25,1500.59,879.77,1512.93,631.6
22Oct2004,756.62,780.65,361.48,1267.47,1613.90,772.91,1499.82,878.78,1511.85,630.8
23Oct2004,755.81,779.38,361.12,1265.46,1612.35,771.56,1499.04,877.78,1510.76,630.0
24Oct2004,754.99,778.12,360.76,1263.46,1610.80,770.22,1498.26,876.79,1509.68,629.3
25Oct2004,754.18,776.86,360.39,1261.45,1609.26,768.87,1497.49,875.80,1508.60,628.5
26Oct2004,753.36,775.59,360.03,1259.44,1607.71,767.53,1496.71,874.81,1507.52,627.7
27Oct2004,752.55,774.33,359.66,1257.44,1606.16,766.18,1495.93,873.82,1506.44,626.9
28Oct2004,751.73,773.07,359.30,1255.43,1604.61,764.84,1495.15,872.83,1505.36,626.2
29Oct2004,750.92,771.80,358.94,1253.43,1603.07,763.49,1494.38,871.84,1504.28,625.4
30Oct2004,750.10,770.54,358.57,1251.42,1601.52,762.15,1493.60,870.85,1503.20,624.6
31Oct2004,750.10,770.54,358.21,1248.54,1600.06,760.04,1492.69,869.86,1501.93,623.8
01Nov2004,750.10,770.54,357.85,1243.65,1598.20,757.75,1491.78,868.86,1500.65,623.1
02Nov2004,750.10,770.54,357.48,1238.77,1596.34,755.47,1490.88,867.87,1499.38,622.3
03Nov2004,750.10,770.54,357.12,1233.88,1594.47,753.18,1489.97,866.88,1498.11,621.5
04Nov2004,750.10,770.54,356.76,1228.99,1592.61,750.90,1489.06,865.89,1496.83,620.7
05Nov2004,750.10,770.54,356.39,1224.11,1590.75,748.61,1488.16,864.90,1495.56,620.0
06Nov2004,750.10,770.54,356.03,1219.22,1588.89,746.33,1487.25,863.91,1494.29,619.2
07Nov2004,750.10,770.54,355.67,1214.33,1587.03,744.04,1486.34,862.92,1493.01,618.4
08Nov2004,750.10,770.54,355.30,1209.45,1585.16,741.75,1485.44,861.93,1491.74,617.6
09Nov2004,750.10,770.54,354.94,1204.56,1583.30,739.47,1484.53,860.94,1490.47,616.9
10Nov2004,750.10,770.54,354.57,1199.68,1581.44,737.18,1483.63,859.94,1489.19,616.1
11Nov2004,750.10,770.54,354.21,1194.79,1579.58,734.90,1482.72,858.95,1487.92,615.3
12Nov2004,750.10,770.54,353.85,1189.90,1577.71,732.61,1481.81,857.96,1486.65,614.5
13Nov2004,750.10,770.54,353.48,1185.02,1575.85,730.33,1480.91,856.97,1485.37,613.8
14Nov2004,750.10,770.54,353.12,1180.13,1573.99,728.04,1480.00,855.98,1484.10,613.0
15Nov2004,750.10,770.54,353.12,1180.13,1571.19,728.04,1477.87,853.92,1481.83,613.0
16Nov2004,750.10,770.54,353.12,1180.13,1568.40,728.04,1475.73,851.85,1479.55,613.0
17Nov2004,750.10,770.54,353.12,1180.13,1565.60,728.04,1473.60,849.79,1477.28,613.0
18Nov2004,750.10,770.54,353.12,1180.13,1562.80,728.04,1471.47,847.72,1475.01,613.0
19Nov2004,750.10,770.54,353.12,1180.13,1560.00,728.04,1469.34,845.66,1472.74,613.0
20Nov2004,750.10,770.54,353.12,1180.13,1557.21,728.04,1467.20,843.59,1470.46,613.0
21Nov2004,750.10,770.54,353.12,1180.13,1554.41,728.04,1465.07,841.53,1468.19,613.0
22Nov2004,750.10,770.54,353.12,1180.13,1551.61,728.04,1462.94,839.46,1465.92,613.0
23Nov2004,750.10,770.54,353.12,1180.13,1548.81,728.04,1460.81,837.40,1463.65,613.0
24Nov2004,750.10,770.54,353.12,1180.13,1546.02,728.04,1458.67,835.33,1461.37,613.0
25Nov2004,750.10,770.54,353.12,1180.13,1543.22,728.04,1456.54,833.27,1459.10,613.0
26Nov2004,750.10,770.54,353.12,1180.13,1540.42,728.04,1454.41,831.20,1456.83,613.0
27Nov2004,750.10,770.54,353.12,1180.13,1537.62,728.04,1452.28,829.14,1454.56,613.0
28Nov2004,750.10,770.54,353.12,1180.13,1534.83,728.04,1450.14,827.07,1452.28,613.0
29Nov2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
30Nov2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
01Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
02Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
03Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
04Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
05Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
06Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
07Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
08Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
09Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
10Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
11Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
12Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
13Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
14Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
15Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
16Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
17Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
18Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
19Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
20Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
21Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
22Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
23Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
24Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
25Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
26Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
27Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
28Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
29Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
30Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
31Dec2004,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
01Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
02Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
03Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
04Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
05Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
06Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
07Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
08Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
09Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
10Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
11Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
12Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
13Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
14Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
15Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
16Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
17Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
18Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
19Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
20Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
21Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
22Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
23Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
24Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
25Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
26Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
27Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
28Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
29Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
30Jan2005,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
31Jan2005,750.74,771.58,353.43,1183.98,1534.90,731.13,1449.81,826.92,1452.23,613.3
01Feb2005,751.25,772.41,353.73,1187.82,1537.78,733.31,1451.62,828.83,1454.44,613.5
02Feb2005,751.76,773.25,354.04,1191.67,1540.65,735.48,1453.42,830.74,1456.66,613.8
